Timestamp,Berkeley id or email?,Is your UCSD #3 prestige banner there?,Can you log in to the UCI link?,Did you apply for financial aid?,GPA(UC UW)?,GPA(UC W),GPA(UC W capped),Rate your piqs on a scale of 1-10,Rate your ec's on a scale of 1-10,UCB major?,UCSD major?,UCI major?,Best college you've already gotten accepted to(not required),UCB major? (AI Categorized),UCSD major? (AI Categorized),UCI major? (AI Categorized),Expected_Prob
3/8/2026 16:41:42,Email,No,No,No,3.79,4.28,4.03,6,7,Ece,Ee,Ee,,Engineering,Other/Interdisciplinary,Other/Interdisciplinary,0.7680156669556046
3/8/2026 16:46:35,Id,No,Yes,Yes,4.0,4.09,4.09,6,4,Economics,Economics,Economics,University of Notre Dame,Public Admin,Public Admin,Public Admin,0.0
3/8/2026 16:51:12,Didn't apply,Yes,Yes,No,3.82,4.06,4.0,5,5,N/a,Economics,economics,,Other/Interdisciplinary,Public Admin,Business,0.27383275587173034
3/8/2026 16:51:29,Id,No,Yes,Yes,4.0,4.98,4.18,10,10,bioengineering,bioengineering,biology,harvard college,Life Sciences,Life Sciences,Life Sciences,0.85
3/8/2026 16:54:35,Id,Yes,No,Yes,4.0,4.4,4.33,7,3,Economics,Business Economics,Business Admin,UC Davis,Public Admin,Business,Business,0.49435915082002513
3/8/2026 16:57:47,Id,No,No,No,3.9,4.3,4.4,9,9,Bio,Bio,Bio,,Life Sciences,Life Sciences,Life Sciences,0.6261070878604912
3/8/2026 17:08:01,Id,Didn't apply,Yes,No,4.0,5.0,4.15,9,7,Data Science,-/-/-/-,Civil Engineering,,Computer Science,Undeclared,Engineering,0.85
3/8/2026 17:10:06,Didn't apply,Didn't apply,Yes,No,4.0,4.32,4.24,3,4,,,economics,,,,Business,0.6602606209855983
3/8/2026 17:12:28,Id,No,Yes,Yes,4.0,4.28,4.28,7,4,Statistics,Econ+Math,Math,,Life Sciences,Other/Interdisciplinary,Physical Sciences/Math,0.85
3/8/2026 17:12:33,Id,No,Yes,No,3.88,3.98,3.98,5,5,Computer Science,Computer Science,Computer Science,"Pace University, SUNY Binghamton, SUNY Stony Brook",Computer Science,Computer Science,Computer Science,0.031875747477250284
3/8/2026 17:14:41,Email,No,No,Yes,3.69,3.72,3.72,8,10,History,Economics,Economics,UCD,Arts & Humanities,Public Admin,Public Admin,0.0
3/8/2026 17:16:14,Didn't apply,Didn't apply,Yes,Yes,4.0,4.36,4.13,5,6,,,Economics,Georgetown U.,,,Public Admin,0.0
3/8/2026 17:22:01,Id,No,Yes,Yes,3.9,4.53,4.16,7,9,Chemistry (Letters and Science),Pharmacological Chemistry,Pharmaceutical Sciences,,Life Sciences,Life Sciences,Life Sciences,0.85
3/8/2026 17:24:14,Id,No,Yes,Yes,3.93,3.93,3.93,7,8,math,math,math,,Physical Sciences/Math,Physical Sciences/Math,Physical Sciences/Math,0.7969137467153075
3/8/2026 17:29:24,Id,Yes,Yes,No,4.0,4.72,4.22,8,9,met/eecs,comp eng,cse?,uiuc cs oos,Engineering,Engineering,Computer Science,0.85
3/8/2026 17:44:44,Id,No,Yes,No,4.0,4.02,4.02,9,10,Economics,Economics,Economics,UCD,Public Admin,Public Admin,Public Admin,0.0
3/8/2026 17:54:04,Didn't apply,No,No,No,3.96,4.26,4.13,7,5,,aerospace,aerospace,"uiuc, purdue",,Engineering,Engineering,0.85
3/8/2026 17:59:49,Email,Yes,Yes,No,4.0,4.27,4.27,7,9,Chemistry,Chemistry,Chemistry,UIUC ChemE,Life Sciences,Life Sciences,Life Sciences,0.85
3/8/2026 18:14:56,Didn't apply,Yes,No,Yes,3.92,4.2,4.0,7,6,,Public Health with Concentration in Climate and Environmental Sciences,Environmental Engineering,,,Public Health,Engineering,0.14584769315669968
3/8/2026 18:17:09,Didn't apply,No,No,Yes,3.78,4.58,4.0,8,7,,bio,bio,,,Life Sciences,Life Sciences,0.33614098674306453
3/8/2026 18:29:53,Email,No,Yes,Yes,4.0,4.73,4.36,8,6,physics,physics,physics,UC Davis,Physical Sciences/Math,Physical Sciences/Math,Physical Sciences/Math,0.85
3/8/2026 18:36:10,Email,No,Yes,Yes,3.89,4.42,4.35,9,7,Media Studies (changed from HAAS),Business Psychology,Business Administration,Cal State Long Beach | UC wise: UCSC,Arts & Humanities,Business,Business,0.44278070450903434
3/8/2026 18:47:16,Email,No,Yes,Yes,3.89,4.1,4.1,8,7,Microbial Bio,Global Health,Public Health,UC Davis,Life Sciences,Public Health,Public Health,0.85
3/8/2026 18:47:57,Id,No,Yes,Yes,4.0,5.0,4.22,9,8,Physics,Undeclared,Undeclared,Caltech,Physical Sciences/Math,Undeclared,Undeclared,0.85
3/8/2026 18:50:31,Id,Yes,No,Yes,3.82,3.99,3.99,8,6,CS,CS,CS,UMichigan,Computer Science,Computer Science,Computer Science,0.04362939806007115
3/8/2026 18:51:13,Email,No,Yes,Yes,3.91,4.25,4.25,5,7,materials engineering,structural engineering,aerospace engineering,davis,Engineering,Engineering,Engineering,0.85
3/8/2026 18:53:05,Didn't apply,Yes,Yes,No,3.57,3.76,3.76,5,7,,English,English,UC davis,,Arts & Humanities,Arts & Humanities,0.28586493770253596
3/8/2026 18:54:30,Didn't apply,Didn't apply,Yes,No,3.44,3.46,3.46,4,3,,,Economics,UT Austin,,,Public Admin,0.0
3/8/2026 19:03:36,Id,No,Yes,Yes,3.98,4.71,4.29,7,8,Political Science,Political Science - Public Policy,Social Policy and Public Service,USC,Social Sciences,Social Sciences,Social Sciences,0.830875215776642
3/8/2026 19:05:14,Id,No,Yes,Yes,3.9,4.7,4.3,8,7,Psych,Psych,Psych,Davis,Other/Interdisciplinary,Other/Interdisciplinary,Other/Interdisciplinary,0.85
3/8/2026 19:16:16,Id,No,No,No,3.87,4.33,4.33,4,4,enviro,enviro,enviro,ucsc ToTTTTTTTTTTT,Other/Interdisciplinary,Other/Interdisciplinary,Other/Interdisciplinary,0.85
3/8/2026 19:29:18,Didn't apply,Didn't apply,Yes,Yes,3.3,3.56,3.49,10,5,Didn't apply,Didn't apply,Public Health major,UCSB reception idfk how,Undeclared,Undeclared,Public Health,1.1717884646005824e-06
3/8/2026 19:32:47,Id,No,Yes,No,3.89,4.18,4.04,10,10,engineering,engineering,engineering,uni north carolina chapel hill,Engineering,Engineering,Engineering,0.3134697782168252
3/8/2026 19:38:08,Id,No,Yes,Yes,3.0,3.0,3.0,7,7,Biology,Human Biology,Bioengineering,San Francisco State University,Life Sciences,Life Sciences,Engineering,5.533605008276738e-30
3/8/2026 20:05:32,Id,No,Yes,Yes,4.0,4.89,4.11,6,7,Bio,Bio,Bio,UCD,Life Sciences,Life Sciences,Life Sciences,0.85
3/8/2026 20:06:03,Email,No,Yes,Yes,4.0,4.99,4.15,8,9,molecular biology,Bioengineering,CS,University of Chicago,Life Sciences,Engineering,Computer Science,0.85
3/8/2026 20:07:20,Id,Yes,Yes,Yes,3.47,3.5,3.5,9,8,History,English,Undeclared Major,"University of Florida, Georgia Tech",Arts & Humanities,Arts & Humanities,Undeclared,0.023599985515589065
3/8/2026 20:11:26,Id,No,Yes,No,3.93,4.48,4.21,8,9,HAAS— Spieker (Business Admin),Business,Business,,Business,Business,Business,0.6745267475003448
3/8/2026 20:13:33,Id,No,No,No,4.0,4.53,4.48,7,7,Political Science,Political Science,Political Science,,Social Sciences,Social Sciences,Social Sciences,0.2850668748154418
3/8/2026 20:13:41,Email,Yes,No,No,0.58,0.61,0.61,9,10,i thought maybe it's a poliltical science major,these one i chose economics,i want to do farmaceutical major,san diego city college,Public Admin,Business,Other/Interdisciplinary,3.961302164484871e-117
3/8/2026 20:33:45,Email,No,No,Yes,3.77,4.27,4.18,7,8,Economics,Business Economics,Business Administration,Pepperdine,Public Admin,Business,Business,0.6637115503540584
3/8/2026 20:55:39,Id,Yes,No,Yes,3.8,4.39,4.0,9,9,Sociology,Political Science,Criminology,,Social Sciences,Social Sciences,Social Sciences,0.7292856178030016
3/8/2026 21:45:20,Email,No,Yes,Yes,3.71,4.46,3.81,8,7,History,History,History,Davis,Arts & Humanities,Arts & Humanities,Arts & Humanities,0.3788967670160649
3/8/2026 22:07:55,Id,Yes,No,Yes,3.9,4.4,4.23,9,8,Economics,Economics,Economics,,Public Admin,Public Admin,Public Admin,0.0
3/9/2026 1:20:02,Email,No,Yes,Yes,4.0,4.23,4.23,7,7,Math,Math,Math,Davis,Physical Sciences/Math,Physical Sciences/Math,Physical Sciences/Math,0.85
3/9/2026 2:09:16,Id,No,Yes,Yes,4.0,4.79,4.25,7,8,Political Science,Political Science - International Relations,Political Science,UC Davis/McGill,Social Sciences,Social Sciences,Social Sciences,0.85
3/9/2026 6:47:47,Id,No,Yes,No,4.0,4.6,4.27,7,8,Sociology,Political Science,Sociology,UNC Chapel-Hill (Honors Program),Social Sciences,Social Sciences,Social Sciences,0.85
3/9/2026 12:19:23,Id,Yes,No,Yes,3.55,4.09,3.91,8,8,Political Science,Political Science,Political Science,UC Santa Cruz,Social Sciences,Social Sciences,Social Sciences,0.45413396849599985
3/9/2026 13:47:10,Id,Yes,Yes,No,3.9,3.9,3.9,8,7,Philosophy,Philosophy,Philosophy,"USF, SFSU, SJSU (all safety)",Arts & Humanities,Arts & Humanities,Arts & Humanities,0.5672802844962874
3/9/2026 15:16:02,Id,Yes,Yes,Yes,4.0,4.67,4.33,8,7,Mechanical Engineering,Mechanical Engineering,Mechanical Engineering,Northeastern (Boston Campus),Engineering,Engineering,Engineering,0.85
3/9/2026 17:05:29,Email,No,Yes,Yes,3.7,4.1,4.1,10,8,Biology,Public health,biological sciences,UC Davis,Life Sciences,Public Health,Life Sciences,0.85
3/9/2026 21:30:35,Id,No,Yes,Yes,4.0,4.56,4.2,8,8,Physics,Physics,Physics,Stanford,Physical Sciences/Math,Physical Sciences/Math,Physical Sciences/Math,0.85
3/10/2026 0:23:08,Email,No,Yes,No,3.97,,,8,10,Pub health,Human bio,Pub health,,Public Health,Other/Interdisciplinary,Public Health,0.0
3/10/2026 2:29:10,Id,No,No,No,3.9,4.0,4.0,8,8,Data Science,Data Science,Data Science,UW or UIUC,Computer Science,Computer Science,Computer Science,0.058989400185711194
3/10/2026 5:29:49,Didn't apply,No,No,Yes,4.2,4.2,,8,7,Astrophysics,,,"N/A. Btw random tip, surveyswap.io was a lifesaver for finding respondents, and it's free. Anyway, good luck!",Physical Sciences/Math,,,0.0
3/10/2026 21:54:37,Email,No,No,Yes,3.91,4.64,4.27,6,6,Mechanical Engineering,Mechanical Engineering,Mechanical Engineering,SJSU,Engineering,Engineering,Engineering,0.85
3/10/2026 22:12:06,Id,No,Yes,Yes,3.87,4.67,4.27,7,7,Sociology,Sociology,Sociology,USC,Social Sciences,Social Sciences,Social Sciences,0.85
3/10/2026 23:32:56,Email,No,Yes,Yes,3.86,4.18,4.08,4,3,applied math,,applied math,"currently all the free ucs that i applied to, i only applied to ucs",Physical Sciences/Math,,Physical Sciences/Math,0.85
3/10/2026 23:33:55,Id,No,Yes,No,4.0,4.66,4.13,5,8,ECE,ECE,EE,"Stanford, Georgia Tech",Engineering,Engineering,Engineering,0.85
3/10/2026 23:44:37,Didn't apply,No,No,No,3.86,4.38,4.15,6,6,,bio,bio,udub,,Life Sciences,Life Sciences,0.85
3/11/2026 16:36:15,Didn't apply,Yes,No,Yes,3.64,4.13,4.13,6,8,,Stats,DATA Science,,,Life Sciences,Computer Science,0.85
